order_id,product_id,customer_id,product,state_name,amount,currency,timestamp,transaction_date
3909,73,374,Paste - Black Olive,California,4186,USD,2020-09-02T22:00:25Z,9/2/2020
5404,73,480,Pastry - Chocolate Chip Muffin,New Jersey,1700,USD,2020-09-02T03:28:31Z,9/2/2020
1890,70,348,"Potatoes - Purple, Organic",Texas,3510,USD,2020-09-02T06:03:01Z,9/2/2020
1295,63,500,Soup - Campbells - Chicken Noodle,California,2764,USD,2020-09-02T15:59:14Z,9/2/2020
1841,37,845,Longos - Grilled Veg Sandwiches,New York,579,USD,2020-09-02T02:08:31Z,9/2/2020
2896,41,362,Compound - Mocha,New York,781,USD,2020-09-02T21:55:38Z,9/2/2020
1342,70,303,Potatoes - Peeled,New York,3155,USD,2020-09-02T00:43:28Z,9/2/2020
8197,74,440,Pork - Caul Fat,New York,3861,USD,2020-09-02T04:25:25Z,9/2/2020
9733,42,773,Myers Planters Punch,New York,1740,USD,2020-09-02T19:46:08Z,9/2/2020
1687,90,591,Wine - Casablanca Valley,New York,4348,USD,2020-09-02T06:20:39Z,9/2/2020
8905,41,309,Mortadella,New Jersey,3987,USD,2020-09-02T19:20:06Z,9/2/2020
9362,75,281,Dc - Frozen Momji,Texas,2271,USD,2020-09-02T16:34:15Z,9/2/2020
8873,22,884,Muffins - Assorted,California,1679,USD,2020-09-02T08:24:34Z,9/2/2020
9127,56,717,"Juice - Clamato, 341 Ml",California,3986,USD,2020-09-02T10:11:45Z,9/2/2020
8802,11,479,White Fish - Filets,New Jersey,2445,USD,2020-09-02T17:49:10Z,9/2/2020
5545,91,386,Lobster - Base,Texas,798,USD,2020-09-02T10:19:06Z,9/2/2020
4388,32,538,Beer - Maudite,California,4402,USD,2020-09-02T15:04:14Z,9/2/2020
6858,88,467,Sherry - Dry,New York,3948,USD,2020-09-02T06:38:01Z,9/2/2020
4249,43,162,Potatoes - Pei 10 Oz,New York,1040,USD,2020-09-02T05:01:07Z,9/2/2020
6012,95,753,Pork - Ground,New York,4853,USD,2020-09-02T22:04:09Z,9/2/2020
7591,68,397,Wine - Valpolicella Masi,New York,2100,USD,2020-09-02T15:45:45Z,9/2/2020
9409,42,555,Jagermeister,New York,2591,USD,2020-09-02T15:32:50Z,9/2/2020
5063,50,363,Mushrooms - Honey,New York,3918,USD,2020-09-02T00:43:38Z,9/2/2020
7253,68,383,"Chilli Paste, Sambal Oelek",New Jersey,1502,USD,2020-09-02T23:09:39Z,9/2/2020
4942,34,739,Mushroom - Chanterelle Frozen,Texas,3765,USD,2020-09-02T07:28:42Z,9/2/2020
8353,90,591,Wine - Casablanca Valley,California,2446,USD,2020-09-02T14:43:50Z,9/2/2020
5350,41,309,Mortadella,California,3254,USD,2020-09-02T03:10:20Z,9/2/2020
7346,75,281,Dc - Frozen Momji,New Jersey,2518,USD,2020-09-02T02:56:14Z,9/2/2020
2371,22,884,Muffins - Assorted,Texas,3300,USD,2020-09-02T17:15:56Z,9/2/2020
8049,56,717,"Juice - Clamato, 341 Ml",California,4507,USD,2020-09-02T02:04:35Z,9/2/2020
5070,11,479,White Fish - Filets,New York,1868,USD,2020-09-02T13:20:44Z,9/2/2020
2331,91,386,Lobster - Base,New York,1345,USD,2020-09-02T02:32:08Z,9/2/2020
7368,32,538,Beer - Maudite,New York,4134,USD,2020-09-02T08:19:23Z,9/2/2020
9752,88,467,Sherry - Dry,New York,3757,USD,2020-09-02T15:04:08Z,9/2/2020
6731,43,162,Potatoes - Pei 10 Oz,New York,4891,USD,2020-09-02T07:16:25Z,9/2/2020
8066,95,753,Pork - Ground,New York,3136,USD,2020-09-02T03:45:05Z,9/2/2020
7532,68,397,Wine - Valpolicella Masi,New Jersey,969,USD,2020-09-02T11:17:26Z,9/2/2020
6157,42,555,Jagermeister,Texas,4316,USD,2020-09-02T04:46:56Z,9/2/2020
6158,50,363,Mushrooms - Honey,Texas,0,USD,2020-09-02T04:46:56Z,9/2/2020
7539,68,383,"Chilli Paste, Sambal Oelek",New Jersey,0,USD,2020-09-02T11:17:26Z,9/2/2020
9999,34,739,Mushroom - Chanterelle Frozen,New Jersey,0,USD,2020-09-02T11:17:26Z,9/2/2020
