order_id,product_id,customer_id,product,state_name,amount,currency,timestamp,transaction_date
3592,99,329,Quail - Jumbo Boneless,California,4090,USD,2020-09-02T02:18:12Z,9/2/2020
4989,21,237,"Wine - Niagara,vqa Reisling",California,3296,USD,2020-09-02T22:22:02Z,9/2/2020
3341,59,300,Corn - Mini,New Jersey,1528,USD,2020-09-02T07:57:54Z,9/2/2020
1014,74,478,Salt - Kosher,Texas,1341,USD,2020-09-02T23:54:18Z,9/2/2020
1674,44,598,Wine - Guy Sage Touraine,California,720,USD,2020-09-02T01:45:38Z,9/2/2020
3819,47,550,Mangostein,New York,2808,USD,2020-09-02T01:57:40Z,9/2/2020
2412,21,176,"Turkey - Breast, Bone - In",New York,1432,USD,2020-09-02T01:00:12Z,9/2/2020
9591,32,448,Truffle - Peelings,New York,1689,USD,2020-09-02T14:51:25Z,9/2/2020
3039,38,146,Beets - Mini Golden,New York,4754,USD,2020-09-02T20:38:01Z,9/2/2020
1020,77,262,Cape Capensis - Fillet,New York,3798,USD,2020-09-02T06:23:02Z,9/2/2020
8112,77,221,Wine - Barolo Fontanafredda,New York,3430,USD,2020-09-02T15:29:27Z,9/2/2020
4178,23,705,Chips Potato Swt Chilli Sour,New Jersey,4250,USD,2020-09-02T10:41:02Z,9/2/2020
4626,7,667,Emulsifier,Texas,2767,USD,2020-09-02T17:32:38Z,9/2/2020
3044,89,781,Chocolate - Semi Sweet,California,557,USD,2020-09-02T04:16:08Z,9/2/2020
8142,63,676,Soap - Hand Soap,California,814,USD,2020-09-02T12:25:56Z,9/2/2020
5026,55,378,"Soup - Cream Of Broccoli, Dry",New Jersey,3206,USD,2020-09-02T13:59:57Z,9/2/2020
6980,89,817,Appetizer - Veg Assortment,Texas,857,USD,2020-09-02T03:50:04Z,9/2/2020
4406,31,705,Lobak,California,907,USD,2020-09-02T02:49:21Z,9/2/2020
5426,53,391,"Oil - Shortening,liqud, Fry",New York,622,USD,2020-09-02T15:42:43Z,9/2/2020
5146,7,356,Danishes - Mini Raspberry,New York,2448,USD,2020-09-02T17:59:05Z,9/2/2020
5454,50,885,Coriander - Ground,New York,4032,USD,2020-09-02T20:55:24Z,9/2/2020
3321,33,329,Cheese - Ricotta,New York,838,USD,2020-09-02T07:31:47Z,9/2/2020
8792,83,508,Pancetta,New York,1223,USD,2020-09-02T07:15:14Z,9/2/2020
3764,67,590,Bay Leaf Ground,New York,4823,USD,2020-09-02T19:29:42Z,9/2/2020
3720,20,144,Bread - Flat Bread,New Jersey,3946,USD,2020-09-02T19:47:37Z,9/2/2020
2993,50,258,Uniform Linen Charge,Texas,4332,USD,2020-09-02T01:13:10Z,9/2/2020
7021,42,239,Cornish Hen,California,4568,USD,2020-09-02T11:43:43Z,9/2/2020
9869,36,155,Broom Handle,California,3611,USD,2020-09-02T14:49:49Z,9/2/2020
6910,82,516,Beer - Blue Light,New Jersey,2301,USD,2020-09-02T06:55:55Z,9/2/2020
2929,2,550,"Asparagus - White, Canned",Texas,1162,USD,2020-09-02T10:33:21Z,9/2/2020
5640,13,443,"Tabasco Sauce, 2 Oz",California,1675,USD,2020-09-02T23:16:26Z,9/2/2020
9811,87,125,Longos - Grilled Chicken With,New York,1396,USD,2020-09-02T16:27:11Z,9/2/2020
3006,15,681,Tequila Rose Cream Liquor,New York,4975,USD,2020-09-02T13:59:50Z,9/2/2020
7596,23,421,"Salmon - Atlantic, Fresh, Whole",New York,3914,USD,2020-09-02T03:04:08Z,9/2/2020
8364,25,149,Lemonade - Pineapple Passion,New York,2905,USD,2020-09-02T07:39:21Z,9/2/2020
4042,99,117,"Beans - Black Bean, Dry",New York,710,USD,2020-09-02T18:24:04Z,9/2/2020
6195,30,894,Onions - White,New York,1763,USD,2020-09-02T07:05:46Z,9/2/2020
4415,84,726,Knife Plastic - White,New Jersey,3372,USD,2020-09-02T21:52:02Z,9/2/2020
2376,23,888,"Lamb - Leg, Boneless",Texas,2580,USD,2020-09-02T10:33:22Z,9/2/2020
2113,85,579,Artichoke - Fresh,California,711,USD,2020-09-02T06:41:38Z,9/2/2020
4480,26,658,Flour - Bread,California,1272,USD,2020-09-02T09:31:21Z,9/2/2020
9453,17,294,French Kiss Vanilla,New Jersey,3133,USD,2020-09-02T16:17:11Z,9/2/2020
2292,10,146,Onion Powder,Texas,850,USD,2020-09-02T02:52:46Z,9/2/2020
7129,36,352,Cake - Bande Of Fruit,California,4597,USD,2020-09-02T11:33:18Z,9/2/2020
8076,89,642,Lid - 16 Oz And 32 Oz,New York,2404,USD,2020-09-02T13:18:13Z,9/2/2020
9703,56,421,Cheese - Valancey,New York,1880,USD,2020-09-02T18:07:29Z,9/2/2020
9318,34,859,"7up Diet, 355 Ml",New York,733,USD,2020-09-02T18:34:37Z,9/2/2020
7673,84,594,"Wine - White, Concha Y Toro",New York,3391,USD,2020-09-02T00:13:17Z,9/2/2020
2614,50,851,Wine - Muscadet Sur Lie,New York,2632,USD,2020-09-02T08:00:32Z,9/2/2020
2160,20,527,Foil Cont Round,New York,3198,USD,2020-09-02T02:27:34Z,9/2/2020
3116,28,610,Syrup - Monin - Blue Curacao,New Jersey,2632,USD,2020-09-02T18:47:51Z,9/2/2020
2139,90,840,Mushroom - White Button,Texas,2942,USD,2020-09-02T14:58:00Z,9/2/2020
4439,47,803,"Lamb - Whole, Frozen",California,4953,USD,2020-09-02T17:45:34Z,9/2/2020
8620,65,733,Sauce - Fish 25 Ozf Bottle,California,2601,USD,2020-09-02T12:55:56Z,9/2/2020
9428,94,671,Sprouts - Baby Pea Tendrils,New Jersey,2554,USD,2020-09-02T06:53:06Z,9/2/2020
7625,91,285,Wine - Casillero Del Diablo,Texas,1419,USD,2020-09-02T03:26:21Z,9/2/2020
5641,83,110,Longos - Grilled Veg Sandwiches,California,4930,USD,2020-09-02T18:08:10Z,9/2/2020
6463,73,374,Paste - Black Olive,New York,3517,USD,2020-09-02T08:16:33Z,9/2/2020
8383,73,480,Pastry - Chocolate Chip Muffin,New York,2792,USD,2020-09-02T14:59:39Z,9/2/2020
3889,70,348,"Potatoes - Purple, Organic",New York,2469,USD,2020-09-02T09:45:42Z,9/2/2020
6633,63,500,Soup - Campbells - Chicken Noodle,New York,4192,USD,2020-09-02T13:52:18Z,9/2/2020
1217,37,845,Longos - Grilled Veg Sandwiches,New York,4221,USD,2020-09-02T09:20:23Z,9/2/2020
4559,41,362,Compound - Mocha,New York,1481,USD,2020-09-02T00:22:43Z,9/2/2020
7269,70,303,Potatoes - Peeled,New Jersey,2986,USD,2020-09-02T14:19:13Z,9/2/2020
6004,74,440,Pork - Caul Fat,Texas,1395,USD,2020-09-02T01:51:47Z,9/2/2020
8074,42,773,Myers Planters Punch,California,4331,USD,2020-09-02T01:24:55Z,9/2/2020
2125,90,591,Wine - Casablanca Valley,California,2938,USD,2020-09-02T03:04:52Z,9/2/2020
6978,41,309,Mortadella,New Jersey,3098,USD,2020-09-02T03:01:16Z,9/2/2020
3684,75,281,Dc - Frozen Momji,Texas,4605,USD,2020-09-02T12:04:09Z,9/2/2020
7282,22,884,Muffins - Assorted,California,3426,USD,2020-09-02T02:32:03Z,9/2/2020
1193,56,717,"Juice - Clamato, 341 Ml",New York,4327,USD,2020-09-02T17:38:56Z,9/2/2020
4963,11,479,White Fish - Filets,New York,4679,USD,2020-09-02T06:46:43Z,9/2/2020
5690,91,386,Lobster - Base,New York,594,USD,2020-09-02T18:57:10Z,9/2/2020
2211,32,538,Beer - Maudite,New York,3449,USD,2020-09-02T10:56:36Z,9/2/2020
1271,88,467,Sherry - Dry,New York,4990,USD,2020-09-02T12:06:44Z,9/2/2020
7001,43,162,Potatoes - Pei 10 Oz,New York,2868,USD,2020-09-02T09:55:48Z,9/2/2020
9399,95,753,Pork - Ground,New Jersey,617,USD,2020-09-02T14:29:16Z,9/2/2020
4870,68,397,Wine - Valpolicella Masi,Texas,4251,USD,2020-09-02T14:22:30Z,9/2/2020
6957,42,555,Jagermeister,California,3414,USD,2020-09-02T13:08:29Z,9/2/2020
1407,50,363,Mushrooms - Honey,California,4967,USD,2020-09-02T01:38:28Z,9/2/2020
2132,68,383,"Chilli Paste, Sambal Oelek",New Jersey,4660,USD,2020-09-02T14:11:27Z,9/2/2020
3273,34,739,Mushroom - Chanterelle Frozen,Texas,2834,USD,2020-09-02T20:12:18Z,9/2/2020
4789,14,229,Chocolate Bar - Smarties,California,3786,USD,2020-09-02T22:14:11Z,9/2/2020
2216,70,550,Flower - Potmums,New York,3460,USD,2020-09-02T04:08:19Z,9/2/2020
9075,34,420,Cake - French Pear Tart,New York,1947,USD,2020-09-02T12:39:12Z,9/2/2020
7280,29,717,Cornflakes,New York,1371,USD,2020-09-02T06:19:21Z,9/2/2020
7815,96,135,Sobe - Cranberry Grapefruit,New York,1357,USD,2020-09-02T04:57:07Z,9/2/2020
3272,15,187,Danishes - Mini Cheese,New York,4543,USD,2020-09-02T17:44:24Z,9/2/2020
9043,47,702,Pork - Shoulder,New York,2378,USD,2020-09-02T04:04:00Z,9/2/2020
7757,55,868,Plastic Wrap,New Jersey,3813,USD,2020-09-02T12:08:27Z,9/2/2020
9840,82,775,Wine - Casablanca Valley,Texas,1979,USD,2020-09-02T22:25:56Z,9/2/2020
5516,34,867,Flour - Strong,California,1903,USD,2020-09-02T14:33:17Z,9/2/2020
9625,21,453,"Bread - Roll, Calabrese",California,1420,USD,2020-09-02T23:47:20Z,9/2/2020
2182,68,668,Tea - English Breakfast,New Jersey,3088,USD,2020-09-02T13:00:36Z,9/2/2020
5173,62,847,Tart - Raisin And Pecan,Texas,1219,USD,2020-09-02T18:16:55Z,9/2/2020
7745,67,864,Longos - Burritos,California,746,USD,2020-09-02T23:15:36Z,9/2/2020
1563,50,416,Wine - Clavet Saint Emilion,New York,2834,USD,2020-09-02T17:58:51Z,9/2/2020
7236,42,121,Anisette - Mcguiness,New York,4661,USD,2020-09-02T08:50:21Z,9/2/2020
5094,24,756,Appetizer - Mushroom Tart,New York,1089,USD,2020-09-02T16:47:48Z,9/2/2020
2699,99,329,Quail - Jumbo Boneless,New York,4052,USD,2020-09-02T22:02:33Z,9/2/2020
3600,21,237,"Wine - Niagara,vqa Reisling",New York,2613,USD,2020-09-02T00:51:44Z,9/2/2020
4498,59,300,Corn - Mini,New York,617,USD,2020-09-02T16:06:25Z,9/2/2020
2111,74,478,Salt - Kosher,New Jersey,4322,USD,2020-09-02T08:13:28Z,9/2/2020
1427,44,598,Wine - Guy Sage Touraine,Texas,4707,USD,2020-09-02T07:03:20Z,9/2/2020
8296,47,550,Mangostein,California,2980,USD,2020-09-02T12:50:57Z,9/2/2020
6096,21,176,"Turkey - Breast, Bone - In",California,3642,USD,2020-09-02T13:48:17Z,9/2/2020
8740,32,448,Truffle - Peelings,New Jersey,2434,USD,2020-09-02T09:27:07Z,9/2/2020
3198,38,146,Beets - Mini Golden,Texas,656,USD,2020-09-02T22:22:36Z,9/2/2020
4417,77,262,Cape Capensis - Fillet,California,4476,USD,2020-09-02T03:36:05Z,9/2/2020
6699,77,221,Wine - Barolo Fontanafredda,New York,4853,USD,2020-09-02T03:23:29Z,9/2/2020
7889,23,705,Chips Potato Swt Chilli Sour,New York,1445,USD,2020-09-02T07:13:36Z,9/2/2020
2817,7,667,Emulsifier,New York,600,USD,2020-09-02T08:17:45Z,9/2/2020
1770,89,781,Chocolate - Semi Sweet,New York,4773,USD,2020-09-02T23:06:02Z,9/2/2020
1767,63,676,Soap - Hand Soap,New York,1514,USD,2020-09-02T23:36:13Z,9/2/2020
1017,55,378,"Soup - Cream Of Broccoli, Dry",New York,4011,USD,2020-09-02T00:13:32Z,9/2/2020
4486,89,817,Appetizer - Veg Assortment,New Jersey,597,USD,2020-09-02T16:40:33Z,9/2/2020
1178,31,705,Lobak,Texas,2521,USD,2020-09-02T09:40:31Z,9/2/2020
9882,53,391,"Oil - Shortening,liqud, Fry",California,804,USD,2020-09-02T14:07:16Z,9/2/2020
4976,7,356,Danishes - Mini Raspberry,California,4922,USD,2020-09-02T04:11:41Z,9/2/2020
3036,50,885,Coriander - Ground,New Jersey,2107,USD,2020-09-02T05:52:27Z,9/2/2020
5520,33,329,Cheese - Ricotta,Texas,3404,USD,2020-09-02T09:11:30Z,9/2/2020
9360,83,508,Pancetta,California,747,USD,2020-09-02T06:59:57Z,9/2/2020
7402,67,590,Bay Leaf Ground,New York,2206,USD,2020-09-02T09:35:37Z,9/2/2020
2653,20,144,Bread - Flat Bread,New York,2317,USD,2020-09-02T07:17:42Z,9/2/2020
8736,50,258,Uniform Linen Charge,New York,4229,USD,2020-09-02T12:21:27Z,9/2/2020
4724,42,239,Cornish Hen,New York,1004,USD,2020-09-02T18:00:28Z,9/2/2020
7871,36,155,Broom Handle,New York,540,USD,2020-09-02T21:28:46Z,9/2/2020
3124,82,516,Beer - Blue Light,New York,1191,USD,2020-09-02T22:44:28Z,9/2/2020
9592,2,550,"Asparagus - White, Canned",New Jersey,2671,USD,2020-09-02T05:54:08Z,9/2/2020
1409,13,443,"Tabasco Sauce, 2 Oz",Texas,2255,USD,2020-09-02T04:07:23Z,9/2/2020
9643,87,125,Longos - Grilled Chicken With,California,2753,USD,2020-09-02T05:37:03Z,9/2/2020
3249,15,681,Tequila Rose Cream Liquor,California,1442,USD,2020-09-02T15:30:12Z,9/2/2020
9292,23,421,"Salmon - Atlantic, Fresh, Whole",New Jersey,1984,USD,2020-09-02T19:48:50Z,9/2/2020
2697,25,149,Lemonade - Pineapple Passion,Texas,3664,USD,2020-09-02T12:47:36Z,9/2/2020
7578,99,117,"Beans - Black Bean, Dry",California,4290,USD,2020-09-02T02:45:14Z,9/2/2020
7645,30,894,Onions - White,New York,2786,USD,2020-09-02T13:18:32Z,9/2/2020
6711,84,726,Knife Plastic - White,New York,2935,USD,2020-09-02T22:56:09Z,9/2/2020
6961,23,888,"Lamb - Leg, Boneless",New York,3468,USD,2020-09-02T09:24:03Z,9/2/2020
6978,85,579,Artichoke - Fresh,New York,1886,USD,2020-09-02T07:04:32Z,9/2/2020
5043,26,658,Flour - Bread,New York,2808,USD,2020-09-02T14:46:40Z,9/2/2020
1817,17,294,French Kiss Vanilla,New York,4199,USD,2020-09-02T07:55:55Z,9/2/2020
1956,10,146,Onion Powder,New Jersey,3344,USD,2020-09-02T00:11:25Z,9/2/2020
8205,36,352,Cake - Bande Of Fruit,Texas,1921,USD,2020-09-02T18:44:26Z,9/2/2020
3267,89,642,Lid - 16 Oz And 32 Oz,California,1624,USD,2020-09-02T21:14:01Z,9/2/2020
9638,56,421,Cheese - Valancey,California,694,USD,2020-09-02T10:56:09Z,9/2/2020
5062,34,859,"7up Diet, 355 Ml",New Jersey,4903,USD,2020-09-02T09:55:20Z,9/2/2020
4177,84,594,"Wine - White, Concha Y Toro",Texas,3440,USD,2020-09-02T18:31:02Z,9/2/2020
8455,50,851,Wine - Muscadet Sur Lie,California,904,USD,2020-09-02T11:47:00Z,9/2/2020
5066,20,527,Foil Cont Round,New York,1195,USD,2020-09-02T13:28:43Z,9/2/2020
2425,28,610,Syrup - Monin - Blue Curacao,New York,2043,USD,2020-09-02T05:22:41Z,9/2/2020
6953,90,840,Mushroom - White Button,New York,3699,USD,2020-09-02T15:14:15Z,9/2/2020
7874,47,803,"Lamb - Whole, Frozen",New York,2148,USD,2020-09-02T18:05:14Z,9/2/2020
3950,65,733,Sauce - Fish 25 Ozf Bottle,New York,2549,USD,2020-09-02T02:52:29Z,9/2/2020
1124,94,671,Sprouts - Baby Pea Tendrils,New York,3298,USD,2020-09-02T08:50:40Z,9/2/2020
2136,91,285,Wine - Casillero Del Diablo,New Jersey,890,USD,2020-09-02T16:48:15Z,9/2/2020
5487,83,110,Longos - Grilled Veg Sandwiches,Texas,2394,USD,2020-09-02T17:31:17Z,9/2/2020
9106,73,374,Paste - Black Olive,California,816,USD,2020-09-02T10:56:09Z,9/2/2020
4153,73,480,Pastry - Chocolate Chip Muffin,California,935,USD,2020-09-02T07:42:54Z,9/2/2020
7840,70,348,"Potatoes - Purple, Organic",New Jersey,3641,USD,2020-09-02T01:44:31Z,9/2/2020
2114,63,500,Soup - Campbells - Chicken Noodle,Texas,4455,USD,2020-09-02T11:48:14Z,9/2/2020
5079,37,845,Longos - Grilled Veg Sandwiches,California,2735,USD,2020-09-02T01:26:37Z,9/2/2020
8082,41,362,Compound - Mocha,New York,4418,USD,2020-09-02T23:49:54Z,9/2/2020
1985,70,303,Potatoes - Peeled,New York,3000,USD,2020-09-02T11:33:46Z,9/2/2020
4692,74,440,Pork - Caul Fat,New York,3336,USD,2020-09-02T14:35:55Z,9/2/2020
4861,42,773,Myers Planters Punch,New York,3762,USD,2020-09-02T19:38:43Z,9/2/2020
6881,90,591,Wine - Casablanca Valley,New York,575,USD,2020-09-02T21:29:38Z,9/2/2020
6595,41,309,Mortadella,New York,4685,USD,2020-09-02T03:14:15Z,9/2/2020
5235,75,281,Dc - Frozen Momji,New Jersey,4049,USD,2020-09-02T08:41:32Z,9/2/2020
2524,22,884,Muffins - Assorted,Texas,1530,USD,2020-09-02T03:37:48Z,9/2/2020
9034,56,717,"Juice - Clamato, 341 Ml",California,4570,USD,2020-09-02T19:03:27Z,9/2/2020
6831,11,479,White Fish - Filets,California,1256,USD,2020-09-02T21:05:20Z,9/2/2020
1357,91,386,Lobster - Base,New Jersey,1302,USD,2020-09-02T03:48:28Z,9/2/2020
6423,32,538,Beer - Maudite,Texas,1197,USD,2020-09-02T15:39:22Z,9/2/2020
5311,88,467,Sherry - Dry,California,4308,USD,2020-09-02T13:13:51Z,9/2/2020
6722,43,162,Potatoes - Pei 10 Oz,New York,3507,USD,2020-09-02T17:14:28Z,9/2/2020
2536,95,753,Pork - Ground,New York,4298,USD,2020-09-02T17:48:04Z,9/2/2020
4711,68,397,Wine - Valpolicella Masi,New York,4229,USD,2020-09-02T14:28:13Z,9/2/2020
2977,42,555,Jagermeister,New York,4618,USD,2020-09-02T21:04:37Z,9/2/2020
9571,50,363,Mushrooms - Honey,New York,2716,USD,2020-09-02T19:36:57Z,9/2/2020
8937,68,383,"Chilli Paste, Sambal Oelek",New York,791,USD,2020-09-02T08:17:06Z,9/2/2020
6656,34,739,Mushroom - Chanterelle Frozen,New Jersey,820,USD,2020-09-02T09:58:35Z,9/2/2020
1837,14,229,Chocolate Bar - Smarties,Texas,796,USD,2020-09-02T17:46:52Z,9/2/2020
9618,70,550,Flower - Potmums,California,4618,USD,2020-09-02T04:00:41Z,9/2/2020
6590,34,420,Cake - French Pear Tart,California,678,USD,2020-09-02T10:44:34Z,9/2/2020
5346,29,717,Cornflakes,New Jersey,1180,USD,2020-09-02T03:29:06Z,9/2/2020
6344,96,135,Sobe - Cranberry Grapefruit,Texas,4735,USD,2020-09-02T19:55:23Z,9/2/2020
7138,15,187,Danishes - Mini Cheese,California,1874,USD,2020-09-02T12:01:19Z,9/2/2020
7708,47,702,Pork - Shoulder,New York,3560,USD,2020-09-02T16:42:23Z,9/2/2020
7505,55,868,Plastic Wrap,New York,4037,USD,2020-09-02T11:19:10Z,9/2/2020
7627,82,775,Wine - Casablanca Valley,New York,501,USD,2020-09-02T17:12:36Z,9/2/2020
7974,34,867,Flour - Strong,New York,4153,USD,2020-09-02T11:14:55Z,9/2/2020
5018,21,453,"Bread - Roll, Calabrese",New York,2264,USD,2020-09-02T00:00:53Z,9/2/2020
4741,68,668,Tea - English Breakfast,New York,4290,USD,2020-09-02T16:48:35Z,9/2/2020
1566,62,847,Tart - Raisin And Pecan,New Jersey,3982,USD,2020-09-02T02:35:45Z,9/2/2020
2222,67,864,Longos - Burritos,Texas,3339,USD,2020-09-02T23:09:55Z,9/2/2020
1180,50,416,Wine - Clavet Saint Emilion,California,2164,USD,2020-09-02T01:14:54Z,9/2/2020
9118,42,121,Anisette - Mcguiness,California,3905,USD,2020-09-02T14:31:05Z,9/2/2020
5995,24,756,Appetizer - Mushroom Tart,New Jersey,712,USD,2020-09-02T20:23:29Z,9/2/2020
2272,99,329,Quail - Jumbo Boneless,Texas,3190,USD,2020-09-02T16:05:18Z,9/2/2020
5618,21,237,"Wine - Niagara,vqa Reisling",California,3439,USD,2020-09-02T10:08:21Z,9/2/2020
9708,59,300,Corn - Mini,New York,3330,USD,2020-09-02T15:24:57Z,9/2/2020
3463,74,478,Salt - Kosher,New York,3554,USD,2020-09-02T00:41:54Z,9/2/2020
4114,44,598,Wine - Guy Sage Touraine,New York,1626,USD,2020-09-02T13:16:01Z,9/2/2020
3533,47,550,Mangostein,New York,3394,USD,2020-09-02T03:58:15Z,9/2/2020
1370,21,176,"Turkey - Breast, Bone - In",New York,4423,USD,2020-09-02T06:54:32Z,9/2/2020
4374,32,448,Truffle - Peelings,New York,1518,USD,2020-09-02T15:48:19Z,9/2/2020
5457,38,146,Beets - Mini Golden,New Jersey,4962,USD,2020-09-02T13:09:43Z,9/2/2020
5048,77,262,Cape Capensis - Fillet,Texas,3844,USD,2020-09-02T16:32:59Z,9/2/2020
8387,77,221,Wine - Barolo Fontanafredda,California,3014,USD,2020-09-02T15:19:34Z,9/2/2020
4230,23,705,Chips Potato Swt Chilli Sour,California,3543,USD,2020-09-02T22:05:28Z,9/2/2020
